   -0.000000  -15.389912    3.755605  -15.389912
   -0.000000   -1.149858    0.304019   -1.149858
   -0.000000   -1.462350    0.363741   -1.462350
   -0.000000   -0.386046    0.096708   -0.386046
    0.000000    0.507340   -0.126544    0.507340
    0.000000    0.458850   -0.110626    0.458850
    0.000000    0.617760   -0.162584    0.617760
    0.000000    0.377338   -0.096132    0.377338
    0.000000    0.391036   -0.096225    0.391036
    0.000000    0.563643   -0.132605    0.563643
